id,isimler,cinsiyet
9286,Orhun,E
9287,Ruhi,E
9288,Ruhinur,K
9289,Ruhittin,E
9290,Ruhunur,K
9291,Rüsuhi,E
9292,Sulhi,E
9293,Suphi,E
9294,Zihni,E
9295,Zuhur,E
9296,Zuhuri,E
9297,Zühtü,E
9298,Âşık,E
9299,Irıs,K
9300,Irız,E
9301,Irkıl,E
9302,Ismık,E
9303,Işık,U
9304,Işıklı,E
9305,Işıl,K
9306,Işıltı,U
9307,Işım,K
9308,Işın,U
9309,Işınsu,U
9310,Işıt,K
9311,Işkın,E
9312,Itır,K
9313,Itri,E
9314,İlkışık,K
9315,İnkılâp,U
9316,Kâzım,E
9317,Kımız,E
9318,Kın,E
9319,Kınık,E
9320,Kınış,E
9321,Kızık,E
9322,Kızıl,E
9323,Kızılkurt,E
9324,Lâyık,E
9325,Mısır,K
9326,Mülâzım,E
9327,Nurışık,K
9328,Özkın,E
9329,Pırıl,K
9330,Pırıltı,K
9331,Sâtı,E
9332,Sırrı,E
9333,Sıtkı,E
9334,Sıylı,E
9335,Sıylıkız,K
9336,Şınık,E
9337,Tın,E
9338,Urı,E
9339,Âtik,K
9340,Âzim,E
9341,İkiz,E
9342,İklil,K
9343,İklim,U
9344,İl,E
9345,İlim,E
9346,İlki,E
9347,İlkim,U
9348,İlkin,U
9349,İlkiz,U
9350,İlknur,K
9351,İlksoy,E
9352,İlkut,E
9353,İlkutlu,E
9354,İlkün,E
9355,İlsu,U
9356,İltutmuş,E
9357,İltüzün,E
9358,İnönü,E
9359,İris,K
9360,İskit,E
9361,İslâm,E
9362,İslim,K
9363,İslimî,K
9364,İsminur,K
9365,İstiklâl,U
9366,İşkur,E
9367,İyiol,E
9368,İyisoy,E
9369,Kâmil,E
9370,Kâni,E
9371,Kâtip,E
9372,Kip,E
9373,Kipkurt,E
9374,Kişi,E
9375,Kökşin,E
9376,Köni,E
9377,Lâmi,E
9378,Limon,K
9379,Mikâil,E
9380,Mir,K
9381,Mirnur,K
9382,Misli,K
9383,Muin,E
9384,Mukim,E
9385,Munis,E
9386,Muti,E
9387,Mükrim,E
9388,Mükrimin,E
9389,Mülâyim,E
9390,Mümin,E
9391,Münim,E
9392,Münip,E
9393,Münir,E
9394,Mürit,E
9395,Mürşit,E
9396,Müslim,E
9397,Müşir,E
9398,Nil,K
9399,Nili,K
9400,Nilsu,K
9401,Nuri,E
9402,Nuriş,K
9403,Nursim,K
9404,Nuşin,K
9405,Nüvit,U
9406,Öniz,U
9407,Örik,E
9408,Özil,U
9409,Öziş,K
9410,Öznil,K
9411,Öztimur,E
9412,Öztin,E
9413,Rükni,E
9414,Sili,K
9415,Sim,K
9416,Simin,K
9417,Simruy,K
9418,Sitti,K
9419,Suzi,E
9420,Sükûti,E
9421,Süruri,E
9422,Şiir,K
9423,Şirin,K
9424,Timur,E
9425,Timuröz,E
9426,Tin,E
9427,Tinkut,E
9428,Tipi,E
9429,Titiz,U
9430,Toktimur,E
9431,Tomris,K
9432,Tulûi,E
9433,Tuti,K
9434,Tülin,K
9435,Türkili,E
9436,Türkiz,U
9437,Ulvi,E
9438,Ümit,U
9439,Ünsi,E
9440,Yümni,E
9441,Zikir,E
9442,Zikri,E
9443,Zinnur,E
9444,Konuk,E
9445,Konur,E
9446,Konuröz,E
9447,Kopuz,E
9448,Kor,E
9449,Korkut,E
9450,Koşuk,E
9451,Kotuz,E
9452,Koytuk,E
9453,Köksoy,E
9454,Molu,E
9455,Nurol,U
9456,Nurtop,U
9457,Oksu,E
9458,Oktürk,E
9459,Okumuş,E
9460,Okur,E
9461,Okuş,E
9462,Okuşlu,E
9463,Oluk,E
9464,Oluş,U
9465,Omur,E
9466,Onuk,E
9467,Onul,E
9468,Onur,U
9469,Onurlu,E
9470,Onursoy,E
9471,Onursu,E
9472,Onursü,E
9473,Orkun,E
9474,Orkuş,E
9475,Orkut,E
9476,Ortun,E
9477,Oruk,E
9478,Orum,E
9479,Orun,E
9480,Orus,E
9481,Oruz,E
9482,Otuk,E
9483,Oy,E
9484,Oykut,E
9485,Oylum,K
9486,Oytun,U
9487,Önol,E
9488,Önsoy,E
9489,Özok,E
9490,Özol,E
9491,Özsoy,E
9492,Öztoklu,E
9493,Özütok,E
9494,Som,E
9495,Somnur,K
9496,Sonnur,K
9497,Sonol,K
9498,Sonsuz,U
9499,Sorkun,E
9500,Soykök,E
9501,Soykurt,E
9502,Soykut,E
9503,Soylu,E
9504,Soyöz,E
9505,Sürsoy,E
9506,Tok,E
9507,Toköz,E
9508,Toku,E
9509,Tokuş,E
9510,Tokuz,E
9511,Tokyüz,E
9512,Tolon,E
9513,Tolun,E
9514,Topuz,E
9515,Tor,E
9516,Toros,E
9517,Torun,E
9518,Tosun,E
9519,Totuk,E
9520,Toy,E
9521,Tozun,E
9522,Tümkor,E
9523,Türkol,E
9524,Ulusoy,E
9525,Uzsoy,E
9526,Ünlüol,E
9527,Ünlüsoy,E
9528,Ünsoy,E
9529,Üstol,E
9530,Yomut,E
9531,Yosun,U
9532,Zorlu,E
9533,Kök,E
9534,Köklü,E
9535,Köksu,E
9536,Köksür,E
9537,Köktürk,E
9538,Körklü,E
9539,Köz,E
9540,Nuröz,U
9541,Ök,E
9542,Öklü,E
9543,Öktürk,E
9544,Ömür,U
9545,Ömürlü,K
9546,Önnur,K
9547,Önür,E
9548,Örs,E
9549,Örük,E
9550,Örün,U
9551,Ötnü,E
9552,Ötün,E
9553,Övül,U
9554,Övün,U
9555,Öykü,K
9556,Öz,K
9557,Özkök,E
9558,Özkul,E
9559,Özkurt,E
9560,Özkut,U
9561,Özkutlu,E
9562,Özlü,U
9563,Özlütürk,E
9564,Özmut,E
9565,Öznur,U
9566,Özön,E
9567,Özsözlü,E
9568,Özsu,U
9569,Özsun,E
9570,Özsü,E
9571,Özsüt,E
9572,Öztürk,E
9573,Özü,E
9574,Özüm,U
9575,Özün,U
9576,Özyörük,E
9577,Özyurt,U
9578,Sözüsöz,E
9579,Tör,E
9580,Törü,E
9581,Törüm,E
9582,Töz,E
9583,Tözüm,E
9584,Türköz,E
9585,Uluöz,E
9586,Yön,E
9587,Yörük,E
9588,Pullu,K
9589,Pütün,K
9590,Kumru,K
9591,Kurtuluş,K
9592,Nur,U
9593,Nurkut,U
9594,Nurlu,K
9595,Nursu,K
9596,Nursun,K
9597,Rüknü,E
9598,Rüştü,E
9599,Sumru,K
9600,Şükrü,E
9601,Tur,E
9602,Tümkurt,E
9603,Türk,E
9604,Türkân,K
9605,Türknur,K
9606,Türkü,K
9607,Tüzüntürk,U
9608,Ulutürk,E
9609,Umur,E
9610,Ur,E
9611,Urluk,E
9612,Uruk,E
9613,Urun,E
9614,Uruş,E
9615,Uruz,E
9616,Uztürk,E
9617,Üntürk,E
9618,Ürkün,E
9619,Ürün,U
9620,Yâr,K
9621,Yurt,U
9622,Yurtkulu,E
9623,Yürük,E
9624,Zümrüt,K
9625,Kukus,K
9626,Müslüm,E
9627,Sâmân,E
9628,Su,U
9629,Sukuşu,E
9630,Sun,U
9631,Sunu,K
9632,Suut,E
9633,Sü,E
9634,Sükûn,K
9635,Sükût,K
9636,Sülü,E
9637,Sülün,K
9638,Süslü,K
9639,Ulus,E
9640,Ulusu,E
9641,Us,E
9642,Uslu,U
9643,Usuk,E
9644,Usum,E
9645,Usun,K
9646,Üs,E
9647,Üstün,E
9648,Yunus,E
9649,Muştu,E
9650,Tutuş,E
9651,Ukuş,E
9652,Yumuş,E
9653,Kutlu,E
9654,Kutluk,E
9655,Kutun,K
9656,Lut,E
9657,Mut,E
9658,Mutlu,U
9659,Mutluk,E
9660,Tulû,U
9661,Tuluk,E
9662,Tulum,E
9663,Tulun,E
9664,Tun,E
9665,Tutku,E
9666,Tutkun,U
9667,Tutu,E
9668,Tutuk,E
9669,Tutun,E
9670,Tuyuk,E
9671,Tuz,E
9672,Tülün,K
9673,Tümkut,E
9674,Tün,K
9675,Tüzün,U
9676,Ulukut,E
9677,Umut,U
9678,Umutlu,U
9679,Utku,U
9680,Uytun,E
9681,Yunt,E
9682,Uz,E
9683,Üz,E
9684,Zülâl,K
9685,Ulu,E
9686,Ulum,E
9687,Ulun,U
9688,Umu,E
9689,Yumlu,E
9690,Yumuk,K
9691,Yümun,E
9692,Vâlâ,U
9693,Lülü,K
9694,Yülük,E
9695,Ülkü,K
9696,Ülkülü,E
9697,Ülküm,K
9698,Ün,E
9699,Ünlü,U
9700,Abdil,E
9701,Abdilkadir,E
9702,Abdilkerim,E
9703,Abdin,E
9704,Abdiş,E
9705,Abdo,E
9706,Abdu,E
9707,Abdul,E
9708,Abdülahat,E
9709,Abdulalim,E
9710,Abdulazim,E
9711,Abdulaziz,E
9712,Abdulbaki,E
9713,Abdulbakir,E
9714,Abdulbari,E
9715,Abdulbekir,E
9716,Abdulcabbar,E
9717,Abdulcebar,E
9718,Abdulcebbar,E
9719,Abdulcelal,E
9720,Abdulcelil,E
9721,Abdulferit,E
9722,Abdulfettah,E
9723,Abdülgadir,E
9724,Abdulgaffar,E
9725,Abdulgafur,E
9726,Abdulğani,E
9727,Abdulgazi,E
9728,Abdulhadi,E
9729,Abdulhafiz,E
9730,Abdulhakim,E
9731,Abdulhalik,E
9732,Abdulhalim,E
9733,Abdulhamid,E
9734,Abdulhamit,E
9735,Abdulhaşim,E
9736,Abdulhekim,E
9737,Abdülhizak,E
9738,Abdulkadir,E
9739,Abdülkadirhan,E
9740,Abdulkahir,E
9741,Abdulkani,E
9742,Abdulkerim,E
9743,Abdulla,E
9744,Abdullatif,E
9745,Abdulmecit,E
9746,Abdulmelek,E
9747,Abdulmelik,E
9748,Abdulmenaf,E
9749,Abdulmenav,E
9750,Abdulmennan,E
9751,Abdulmuhsin,E
9752,Abdülmuhtalif,E
9753,Abdülmuhtalip,E
9754,Abdulmutalip,E
9755,Abdulmuttalip,E
9756,Abdülrahim,E
9757,Abdulrahman,E
9758,Abdulrazzak,E
9759,Abdulriza,E
9760,Abdulsabir,E
9761,Abdülsamed,E
9762,Abdülsamet,E
9763,Abdülselam,E
9764,Abdulsemet,E
9765,Abdulvahap,E
9766,Abdulvahit,E
9767,Abdulvasih,E
9768,Abdulvehap,E
9769,Abdurahim,E
9770,Abdurahman,E
9771,Abdurha,E
9772,Abdurrahim,E
9773,Abdurrazak,E
9774,Abdurrazzak,E
9775,Abdurrehim,E
9776,Abdurrezak,E
9777,Abdurrezzak,E
9778,Abduş,E
9779,Abdusamet,E
9780,Abdussamed,E
9781,Abdussamet,E
9782,Abdüsselam,E
9783,Abdylla,K
9784,Abeş,E
9785,Abeydullah,E
9786,Abtullah,E
9787,Abubekir,E
9788,Abutalip,E
9789,Abutel,K
9790,Abuzar,E
9791,Abüzeyt,E
9792,Acibe,K
9793,Adder,E
9794,Addule,K
9795,Adelet,K
9796,Adeli,K
9797,Adem,E
9798,Adife,K
9799,Adigüzel,E
9800,Adik,E
9801,Adike,K
9802,Adila,K
9803,Adim,E
9804,Adivye,K
9805,Adiye,K
9806,Adla,K
9807,Adle,K
9808,Adlen,E
9809,Adliye,K
9810,Adul,K
9811,Adulle,K
9812,Afe,K
9813,Afettin,E
9814,Afide,K
9815,Ağagül,E
9816,Agah,E
9817,Ağakişi,E
9818,Agit,E
9819,Ağmur,E
9820,Agnieszka,K
9821,Ahat,E
9822,Ahdettin,E
9823,Ahet,E
9824,Ahizer,K
9825,Ahmed,E
9826,Ahmetali,E
9827,Ahmetcan,E
9828,Ahunur,K
9829,Aile,K
9830,Akar,E
9831,Akgüllü,K
9832,Akimhan,E
9833,Akin,E
9834,Akin,K
9835,Akise,K
9836,Akizer,K
9837,Akkadin,K
9838,Akkiz,K
9839,Aklime,K
9840,Akver,E
9841,Alaaddin,E
9842,Alaadin,E
9843,Alaatdin,E
9844,Alaattin,E
9845,Aladdin,E
9846,Alaeddin,E
9847,Alaetdin,E
9848,Alaettin,E
9849,Alaiddin,E
9850,Alaittin,E
9851,Alatin,E
9852,Alattin,E
9853,Alayittin,E
9854,Aleddin,E
9855,Aleksandra,K
9856,Aleksey,E
9857,Alen,E
9858,Aletdin,E
9859,Alettin,E
9860,Alexandru,E
9861,Aleyna,K
9862,Algin,E
9863,Aliabbas,E
9864,Alibaran,E
9865,Alibey,E
9866,Aliekber,E
9867,Alierk,E
9868,Alifer,E
9869,Aligül,E
9870,Alihsan,E
9871,Aliihsan,E
9872,Alikadir,E
9873,Aliksan,E
9874,Aliman,K
9875,Alimen,K
9876,Alin,E
9877,Aliosman,E
9878,Aliriza,E
9879,Alirza,E
9880,Alis,E
9881,Alisevim,E
9882,Aliseydi,E
9883,Aliya,K
9884,Alize,K
9885,Alkame,E
9886,Alkim,E
9887,Alkim,K
9888,Alkin,E
9889,Allattin,E
9890,Almast,K
9891,Almazbek,E
9892,Almes,K
9893,Almus,E
9894,Alo,E
9895,Alpcan,E
9896,Alperin,K
9897,Alpin,E
9898,Alptunga,E
9899,Altin,K
9900,Altingül,K
9901,Alvi,E
9902,Alye,K
9903,Ambere,K
9904,Amina,K
9905,Amirhamza,K
9906,Ammar,E
9907,Amşe,K
9908,Anakadin,K
9909,Anakiz,K
9910,Anayasa,K
9911,Andim,E
9912,Ani,K
9913,Anil,E
9914,Anil,K
9915,Anilcan,E
9916,Aniş,K
9917,Anita,K
9918,Anna,K
9919,Anşa,K
9920,Anşe,K
9921,Antika,K
9922,Anzel,K
9923,Anzilha,K
9924,Apdil,E
9925,Apdullah,E
9926,Apdurrahman,E
9927,Aptil,E
9928,Aptülkadir,E
9929,Aptullah,E
9930,Arabi,K
9931,Arafa,K
9932,Arap,E
9933,Arapcan,E
9934,Ardil,E
9935,Argon,E
9936,Argun,E
9937,Arifcan,E
9938,Arikan,E
9939,Arin,E
9940,Arinç,E
9941,Ariz,K
9942,Arkin,E
9943,Armahan,K
9944,Arne,K
9945,Arsen,E
9946,Arsevi,K
9947,Arsunar,E
9948,Artemiz,E
9949,Artur,E
9950,Arzi,K
9951,Asamettin,E
9952,Aşhan,K
9953,Asif,E
9954,Asife,K
9955,Aşik,E
9956,Asim,E
9957,Asiman,K
9958,Asip,E
9959,Aşire,K
9960,Asiya,K
9961,Aşiyan,K
9962,Asker,E
9963,Aşkim,K
9964,Aşkin,E
9965,Aşkin,K
9966,Aşkiner,E
9967,Asli,E
9968,Asli,K
9969,Aslican,K
9970,Asligül,K
9971,Aslihan,K
9972,Aslinbey,E
9973,Aslinur,K
9974,Asriye,K
9975,Assiya,K
9976,Assiye,K
9977,Asuhan,K
9978,Aşur,E
9979,Atal,E
9980,Atanail,E
9981,Ati,E
9982,Ati,K
9983,Atie,K
9984,Atif,E
9985,Atife,K
9986,Atifet,K
9987,Atika,K
9988,Atike,E
9989,Atike,K
9990,Atil,E
9991,Atilay,E
9992,Atile,E
9993,Atile,K
9994,Atilgan,E
9995,Atilhan,E
9996,Atilim,E
9997,Atilkan,E
9998,Atiyye,K
9999,Atman,E
10000,Atman,K
10001,Atnan,E
10002,Atra,K
10003,Attila,E
10004,Attilla,E
10005,Aura,K
10006,Avna,K
10007,Avşin,E
10008,Avvat,E
10009,Ayan,K
10010,Ayatin,E
10011,Ayatullah,E
10012,Aybaba,E
10013,Aybilge,K
10014,Ayca,K
10015,Ayçan,K
10016,Ayçe,K
10017,Ayçin,K
10018,Aydin,E
10019,Aydin,K
10020,Aydiner,E
10021,Ayişe,K
10022,Aykiz,K
10023,Aykutcan,E
10024,Aylar,K
10025,Ayle,K
10026,Aylen,K
10027,Aylil,K
10028,Ayliz,K
10029,Ayne,K
10030,Aynel,K
10031,Aynil,K
10032,Aynilhayat,K
10033,Aynimah,K
10034,Ayno,K
10035,Aynulhayat,K
10036,Aynullah,E
10037,Aynurisa,K
10038,Ayper,K
10039,Ayşali,K
10040,Ayşana,K
10041,Ayşeana,K
10042,Ayşekadin,K
10043,Ayşeli,K
10044,Aysemin,K
10045,Aysen,K
10046,Ayşena,K
10047,Ayşene,K
10048,Ayşete,K
10049,Ayşi,K
10050,Ayşil,K
10051,Aysin,K
10052,Aytel,K
10053,Ayter,K
10054,Ayton,E
10055,Aytümen,E
10056,Ayvas,E
10057,Ayzer,K
10058,Ayzin,K
10059,Azad,E
10060,Azaniye,K
10061,Azap,K
10062,Azbiye,K
10063,Azdin,E
10064,Azem,E
10065,Azettin,E
10066,Azima,K
10067,Azimenur,K
10068,Aziza,K
10069,Aznür,K
10070,Azrail,E
10071,Baattin,E
10072,Baba,E
10073,Babek,E
10074,Badel,K
10075,Badem,K
10076,Badet,E
10077,Badiru,E
10078,Bağda,K
10079,Bağdat,K
10080,Bager,K
10081,Bahaddin,E
10082,Bahadir,E
10083,Bahaettin,E
10084,Bahaittin,E
10085,Bahatdin,E
10086,Bahdişen,K
10087,Bahire,K
10088,Bahittin,E
10089,Bahman,E
10090,Bahrettin,E
10091,Bahşi,E
10092,Bahtinur,E
10093,Bahtinur,K
10094,Bahtişen,K
10095,Baise,K
10096,Bakir,E
10097,Bakiş,E
10098,Bali,E
10099,Balkir,E
10100,Balkis,K
10101,Balkiyan,K
10102,Balkiz,K
10103,Balli,K
10104,Bani,K
10105,Banihan,E
10106,Banü,K
10107,Banur,K
10108,Barboros,E
10109,Bariş,E
10110,Bariş,K
10111,Barişcan,E
10112,Barişhan,E
10113,Bariye,K
10114,Barsen,E
10115,Bartosz,E
10116,Bartuğ,E
10117,Başaran,E
10118,Baskin,E
10119,Basra,K
10120,Batdal,E
10121,Batikan,E
10122,Batun,E
10123,Batun,K
10124,Batyr,E
10125,Baver,E
10126,Baydan,K
10127,Bayramali,E
10128,Bayramettin,E
10129,Baysar,E
10130,Baysat,E
10131,Bayse,K
10132,Bayzettin,E
10133,Bediha,K
10134,Bedii,E
10135,Bedirittin,E
10136,Bediriye,K
10137,Bedirnaz,K
10138,Bediya,K
10139,Bedran,E
10140,Bedreddin,E
10141,Bedrivan,K
10142,Begihan,K
10143,Beğler,E
10144,Begün,K
10145,Behcet,E
10146,Behican,K
10147,Behide,K
10148,Behime,K
10149,Behiza,K
10150,Behman,E
10151,Behra,K
10152,Behre,E
10153,Behrem,E
10154,Behriye,K
10155,Behsat,E
10156,Behyeddin,E
10157,Bejdar,E
10158,Bekan,E
10159,Bekirhan,E
10160,Beklem,E
10161,Bektaşi,E
10162,Belda,K
10163,Belde,K
10164,Belemir,K
10165,Belgizar,K
10166,Belgüzar,K
10167,Belhizar,K
10168,Belkis,K
10169,Belkisa,K
10170,Belkiz,K
10171,Belkizan,K
10172,Belkize,K
10173,Benazil,K
10174,Bendegül,K
10175,Bendihan,K
10176,Benefşi,K
10177,Benhar,E
10178,Benhür,E
10179,Benisan,E
10180,Benna,E
10181,Bennuray,K
10182,Benzegül,K
10183,Beran,E
10184,Berati,E
10185,Beratiye,K
10186,Beray,E
10187,Beray,K
10188,Berda,K
10189,Berfiye,K
10190,Berfo,K
10191,Bergen,K
10192,Bergün,E
10193,Bergün,K
10194,Berhan,E
10195,Berho,E
10196,Berhude,K
10197,Beride,K
10198,Beridiye,K
10199,Beril,K
10200,Berivan,K
10201,Berkcan,E
10202,Berkehan,E
10203,Berkem,E
10204,Berken,K
10205,Berkkalp,E
10206,Berktuğ,E
10207,Berlin,K
10208,Berre,K
10209,Berru,K
10210,Bersan,E
10211,Bersu,K
10212,Bertal,E
10213,Bervan,K
10214,Berzor,K
10215,Beşbin,K
10216,Beşbinaz,K
10217,Besdemin,E
10218,Beser,K
10219,Beşeriye,K
10220,Besey,K
10221,Besi,K
10222,Besin,E
10223,Beslan,E
10224,Besna,K
10225,Besne,K
10226,Besra,K
10227,Besrai,K
10228,Besravi,K
10229,Besrayi,K
10230,Bessi,K
10231,Bestami,E
10232,Beyazit,E
10233,Beyce,K
10234,Beyhani,E
10235,Beyice,K
10236,Beykut,E
10237,Beyler,E
10238,Beynun,K
10239,Beynur,E
10240,Beysim,E
10241,Beytiye,K
10242,Beytül,K
10243,Beytüllah,E
10244,Beyzanur,K
10245,Bezgin,E
10246,Bhekumusa,E
10247,Bido,K
10248,Bilal,E
10249,Bilcan,E
10250,Bildan,K
10251,Bilgesu,K
10252,Bilgül,K
10253,Bilican,K
10254,Bilihan,K
10255,Bilkay,K
10256,Billur,K
10257,Bilmez,K
10258,Bilnaz,K
10259,Bilor,K
10260,Bilun,K
10261,Binevş,K
10262,Binyami,E
10263,Binyamin,E
10264,Birand,E
10265,Birdane,K
10266,Birdesen,K
10267,Birgul,K
10268,Birgüzel,K
10269,Birkay,E
10270,Birön,E
10271,Birsele,K
10272,Birseren,K
10273,Birsev,K
10274,Birtekin,E
10275,Bişar,E
10276,Bitül,K
10277,Bonci,E
10278,Boracan,E
10279,Böre,K
10280,Bubo,E
10281,Buğse,K
10282,Buğu,K
10283,Buhari,E
10284,Buhide,K
10285,Bukan,E
10286,Bulca,K
10287,Bülend,E
10288,Bulent,E
10289,Bulunmaz,K
10290,Bünyami,E
10291,Bünyamil,E
10292,Bünyamün,E
10293,Burakbey,E
10294,Burakhan,E
10295,Buray,E
10296,Burçay,E
10297,Burçe,K
10298,Burcuhan,K
10299,Bürdem,K
10300,Büreyre,K
10301,Bürhan,E
10302,Burhaneddin,E
10303,Burtay,E
10304,Burtay,K
10305,Buson,K
10306,Buşra,K
10307,Büşranur,K
10308,Caferiye,K
10309,Cafet,E
10310,Çagatay,E
10311,Çağda,E
10312,Çağdan,E
10313,Çağdan,K
10314,Çağil,E
10315,Çağil,K
10316,Çağin,E
10317,Çağin,K
10318,Çağri,E
10319,Çağri,K
10320,Çağtay,E
10321,Cahid,E
10322,Cahti,E
10323,Caide,K
10324,Cait,E
10325,Çakir,E
10326,Çakir,K
10327,Çaliş,E
10328,Camal,E
10329,Camia,K
10330,Canali,E
10331,Candeniz,E
10332,Candirem,E
10333,Cangir,E
10334,Canseli,K
10335,Çanser,K
10336,Canset,K
10337,Cansin,E
10338,Cansin,K
10339,Cansukan,K
10340,Canur,K
10341,Casim,E
10342,Cavat,E
10343,Cavide,K
10344,Cayide,K
10345,Cazime,K
10346,Cebli,E
10347,Cefahir,K
10348,Cefair,K
10349,Cefer,E
10350,Celal,E
10351,Celaleddin,E
10352,Celaletdin,E
10353,Celalettin,E
10354,Cemale,K
10355,Cemali,E
10356,Cemide,K
10357,Cemiliye,K
10358,Cemine,K
10359,Cemiyle,K
10360,Cemocan,E
10361,Cenay,K
10362,Cenkoğlu,E
10363,Cenneti,K
10364,Cerasela,K
10365,Cercis,E
10366,Cerem,K
10367,Ceride,K
10368,Cesarettin,E
10369,Çetine,K
10370,Çetmen,E
10371,Cevale,K
10372,Çevregül,K
10373,Cevrinaz,K
10374,Cevzet,E
10375,Ceydanur,K
10376,Ceykan,E
10377,Ceyla,K
10378,Ceylan,E
10379,Ceylan,K
10380,Ceylani,E
10381,Ceylin,K
10382,Ceynur,K
10383,Cezair,E
10384,Cezair,K
10385,Cezanur,K
10386,Cezminur,K
10387,Cezo,E
10388,Cida,E
10389,Çidem,E
10390,Çidem,K
10391,Ciden,K
10392,Çiğ,K
10393,Çiğse,K
10394,Cihad,E
10395,Cihadi,E
10396,Cihanber,E
10397,Çile,K
10398,Çilem,K
10399,Çilga,K
10400,Çili,K
10401,Çinar,E
10402,Çinar,K
10403,Çise,K
10404,Çisel,K
10405,Çisem,K
10406,Civeyra,K
10407,Çiydem,K
10408,Çollu,E
10409,Coşgun,E
10410,Coşkan,E
10411,Çoşkun,E
10412,Cüferiye,K
10413,Cuheyna,K
10414,Cülye,K
10415,Cumaali,E
10416,Cuman,E
10417,Cumazel,K
10418,Cumaziye,K
10419,Cüneyd,E
10420,Cüneyit,E
10421,Cunfer,E
10422,Curabey,E
10423,Curiye,K
10424,Dağcan,E
10425,Dağistan,E
10426,Dağittin,E
10427,Dahar,E
10428,Dahil,E
10429,Daimi,E
10430,Damlagül,K
10431,Damlanur,K
10432,Dane,K
10433,Daniyer,E
10434,Darçin,K
10435,Darin,K
10436,Dawid,E
10437,Daylan,E
10438,Deham,E
10439,Delal,K
10440,Delale,K
10441,Delali,K
10442,Delel,K
10443,Delfin,K
10444,Delil,E
10445,Delila,K
10446,Demirali,E
10447,Denis,E
10448,Denizgülü,K
10449,Denizhun,E
10450,Dergi,K
10451,Derkay,E
10452,Derle,K
10453,Deryal,K
10454,Destan,E
10455,Destan,K
10456,Destina,K
10457,Deva,K
10458,Devriş,E
10459,Devr˜m,E
10460,Deyer,E
10461,Diğdem,K
10462,Dijle,K
10463,Dilan,K
10464,Dilara,K
10465,Dilare,K
10466,Dilaver,E
10467,Dilaver,K
10468,Dilazer,K
10469,Dilcan,K
10470,Dilder,E
10471,Dilfuraz,K
10472,Dilfuruz,K
10473,Dilfuzar,K
10474,Dilihan,K
10475,Dilruba,K
10476,Dilşa,K
10477,Dilşad,K
10478,Dilşer,E
10479,Dilvin,K
10480,Dinara,K
10481,Dincer,E
10482,Direncan,E
10483,Direniş,K
10484,Divan,K
10485,Diyaddin,E
10486,Diyar,E
10487,Dizem,K
10488,Di¦Dem,E
10489,Doğaç,E
10490,Doğacan,E
10491,Doğancan,E
10492,Doğcan,K
10493,Doğuşcan,E
10494,Dolat,K
10495,Dolgun,E
10496,Dona,E
10497,Dönay,K
10498,Döndühan,K
10499,Döner,K
10500,Dönsün,K
10501,Dorukan,E
10502,Dudhan,K
10503,Dudugül,K
10504,Duduşen,K
10505,Duha,K
10506,Duhan,E
10507,Dünya,E
10508,Dünya,K
10509,Dünyale,K
10510,Dünyamin,E
10511,Durali,E
10512,Durana,K
10513,Durangül,K
10514,Durdali,E
10515,Durdane,K
10516,Durdaniye,K
10517,Durdiye,K
10518,Durgadin,K
10519,Durgül,K
10520,Durgut,E
10521,Durhasan,E
10522,Duriye,K
10523,Durkadin,K
10524,Durmuşali,E
10525,Durna,K
10526,Durnel,K
10527,Durri,K
10528,Dursade,K
10529,Dursadiye,K
10530,Dursan,E
10531,Dürsef,K
10532,Dürsel,K
10533,Dursen,K
10534,Dursine,K
10535,Dürsiye,K
10536,Dursunali,E
10537,Dursuniye,K
10538,Dürüye,K
10539,Duryan,K
10540,Duyal,E
10541,Duyğu,K
10542,Duyguhan,K
10543,Eba,E
10544,Ebazel,E
10545,Ebedin,E
10546,Ebide,K
10547,Ebilfez,E
10548,Ebişe,K
10549,Eblike,K
10550,Ebozeyt,E
10551,Ebu,E
10552,Ebuakil,E
10553,Ebülfet,E
10554,Ebutalip,E
10555,Ebuzer,E
10556,Ecem,K
10557,Edanur,K
10558,Edaviye,K
10559,Edaye,K
10560,Edebiye,K
10561,Edep,E
10562,Edeviye,K
10563,Edib,E
10564,Edibiye,K
10565,Edizhun,E
10566,Ednan,E
10567,Efaket,K
10568,Efecan,E
10569,Efil,K
10570,Efkan,E
10571,Eflatun,E
10572,Efrahim,E
10573,Efrail,E
10574,Efraim,E
10575,Eframil,E
10576,Efrayim,E
10577,Efsel,E
10578,Efsunkar,K
10579,Eftal,E
10580,Eftal,K
10581,Egecan,E
10582,Egem,K
10583,Eğemen,E
10584,Ehad,K
10585,Ehlem,K
10586,Ehliiman,K
10587,Ela,K
10588,Elame,K
10589,Elamiye,K
10590,Elanur,K
10591,Elay,K
10592,Eldar,E
10593,Eleddin,E
10594,Elem,K
10595,Elfazi,K
10596,Elfide,K
10597,Elfize,K
10598,Elgiz,K
10599,Elham,K
10600,Elide,K
10601,Elifana,K
10602,Elifgizem,K
10603,Elifgül,K
10604,Elifhan,K
10605,Elifnur,K
10606,Elifsena,K
10607,Elis,K
10608,Eliz,K
10609,Ellez,E
10610,Elmar,E
10611,Elmaze,K
10612,Elnara,K
10613,Elnaz,K
10614,Elnur,E
10615,Elvadiye,K
10616,Elvida,K
10617,Elvin,E
10618,Elvin,K
10619,Elyasa,E
10620,Elzem,K
10621,Ema,K
